x,y
0.7739560485559633,1.3595792569892442
0.4388784397520523,0.9908046637828618
0.8585979199113825,1.8354683258945057
0.6973680290593639,1.3472993766780779
0.09417734788764953,0.2404822888207079
0.9756223516367559,1.929534830867461
0.761139701990353,1.5464702434821926
0.7860643052769538,1.4574026682295926
0.12811363267554587,0.31847652767508267
0.45038593789556713,0.7366533527686926
0.37079802423258124,0.5586030322322243
0.9267649888486018,1.8413371460305044
0.6438651200806645,1.2666059122002011
0.82276161327083,1.672753399596835
0.44341419882733113,0.8218776486310294
0.2272387217847769,0.6430466101481127
0.5545847870158348,1.1252300729696139
0.06381725610417532,0.1509226900599732
0.8276311719925821,1.6749857317258687
0.6316643991220648,1.3636197851389376
0.7580877400853738,1.573777221619194
0.35452596812986836,0.7532537262305646
0.9706980243949033,2.0149944592763656
0.8931211213221977,1.6037807789396763
0.7783834970737619,1.378082229088946
0.19463870785196757,0.38167154117379076
0.4667210037270342,0.9136746191858781
0.04380376578722878,0.14558851597927835
0.15428949206754783,0.3105806743534462
0.6830489532424546,1.4242843999303303
0.7447621559078171,1.3649647848595057
0.96750973243421,1.9339450078275506
0.32582535813815194,0.5175450424805255
0.3704597060348689,0.7796052055068778
0.4695558112758079,0.7512831183152837
0.1894713590842857,0.4137737280226593
0.12992150533547164,0.11294307258123207
0.47570492622593374,0.913057073129688
0.2269093490508841,0.5433114672466931
0.6698139946825103,1.3623659882248624
0.43715191887233074,0.7097378153722314
0.8326781960578374,1.5981170076462725
0.7002651020022491,1.250392351456818
0.31236664138204107,0.4552574328035628
0.8322598013952011,1.6762859204037996
0.8047643574968019,1.6655585493496141
0.38747837903017446,0.8190173501319179
0.2883281039302441,0.6369188893484633
0.6824955039749755,1.363799922861369
0.1397524836093098,0.25216594534362285
0.19990820247510832,0.2925094722439852
0.007362269751005512,-0.02928342767303887
0.7869243775021384,1.4417139164716597
0.6648508565920321,1.2451851604713724
0.7051653786263351,1.4192234442964744
0.7807290310219679,1.5496774532898436
0.45891577553833995,1.2243043548661574
0.5687411959528937,1.0029028321552866
0.13979699812765745,0.26708412417213667
0.11453007353597344,0.08668693595157445
0.6684029617904717,1.2980273359839483
0.4710962061431325,0.9074830940747466
0.5652361064811888,1.2149602155856916
0.7649988574160256,1.485031060910259
0.6347183200005908,1.2503046799955657
0.5535794006579958,1.0641270050687697
0.5592071607454135,0.9783091470851062
0.3039500980626122,0.5426899589459137
0.030817834567939406,0.02344199762749704
0.43671738923236236,0.8808173668053632
0.2145846728195292,0.4850640743615409
0.40852864372463615,0.7935976364781694
0.8534030732681661,1.6815885201381975
0.23393948586534075,0.29579765588197615
0.05830274168906602,0.17057893510376715
0.28138389202199654,0.493177995328989
0.2935937577666836,0.6618998393563448
0.6619165147268951,1.4554770242392097
0.5570321523412783,1.095272802013256
0.7838982091064135,1.4654652901362377
0.6643135403273875,1.3269572193461452
0.4063868614400705,0.847643922682005
0.8140203846660347,1.5964887692073972
0.1669729199077039,0.27754199887747544
0.022712073133860478,0.10177736733746232
0.09004786077564175,0.229853549020703
0.7223593505964503,1.4100897371601848
0.4618772302513874,0.7583478439767057
0.1612717790336018,0.3681813766051488
0.5010447751033635,0.9253568308625895
0.15231210271316842,0.32605831296336774
0.696320375077736,1.4077564733233758
0.4461562755740307,0.7034178084437949
0.3810212260964825,0.7701506206341223
0.3015120891478765,0.6544774308331986
